"id","picture_url","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_picture_url","host_total_listings_count","host_verifications","host_identity_verified","latitude","longitude","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","number_of_reviews","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","cancellation_policy","reviews_per_month","price"
"1645181","https://a0.muscache.com/im/pictures/26683715/73a0549e_original.jpg?aki_policy=large","8708720","2013-09-08","within a few hours","100%","N/A","f","https://a0.muscache.com/im/users/8708720/profile_pic/1378759115/original.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, jumio, work_email}","t","40.68019045525174","-73.93041848749651","House","Entire home/apt","5","1.0","2","3","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hair dryer,Iron,translation missing: en.hosting_amenity_50}","2","2","72","2013-09-23","2017-09-26","96","10","9","10","10","9","10","strict","1.47","$135.00"
"16194283","https://a0.muscache.com/im/pictures/772c1df9-a0b5-45e9-b0df-4df9fa15565f.jpg?aki_policy=large","40532977","2015-08-04","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/40532977/profile_pic/1438728099/original.jpg?aki_policy=profile_x_medium","5","{email, phone, reviews, kba}","t","40.681279778457345","-73.91195936079966","House","Private room","1","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Well-lit path to entrance,Step-free access,Wide doorway,Wide clearance to bed,Accessible-height bed,Step-free access,Wide doorway,Accessible-height toilet,Wide clearance to shower & toilet,Step-free access,Wide entryway}","1","2","8","2016-12-17","2017-09-26","98","10","10","10","10","9","10","strict","0.83","$29.00"
"19602390","https://a0.muscache.com/im/pictures/6e9c26c7-d3fb-44b8-8b6b-b1744f256a62.jpg?aki_policy=large","137817563","2017-06-30","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/56786563-aac0-4dd5-93f2-b2319f29f08f.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.6829552500294","-73.93051521977837","Apartment","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,Hangers,Iron,Laptop friendly workspace,Private entrance}","1","3","4","2017-07-13","2017-09-21","95","10","10","10","9","10","10","moderate","1.46","$100.00"
"5211296","https://a0.muscache.com/im/pictures/65153104/cecf1102_original.jpg?aki_policy=large","17448220","2014-06-30","within an hour","100%","N/A","t","https://a0.muscache.com/im/users/17448220/profile_pic/1424624644/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.68383481985718","-73.92226459117555","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Cat(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","3","3","84","2015-02-23","2017-09-24","98","10","10","10","10","9","10","strict","2.64","$130.00"
"19471352","https://a0.muscache.com/im/pictures/a875f096-a85b-4d33-9315-e14090f72a41.jpg?aki_policy=large","136607675","2017-06-23","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/f050c9b3-016e-4602-820a-35a981f06187.jpg?aki_policy=profile_x_medium","1","{phone, reviews}","f","40.698436768109275","-73.93921002468252","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator,Heating,Washer,Dryer,Smoke detector,Essentials,Hangers,Hair dryer,Laptop friendly workspace,Private living room}","1","1","5","2017-07-03","2017-09-17","100","10","9","10","10","10","10","moderate","1.63","$62.00"
"3742785","https://a0.muscache.com/im/pictures/0b14794f-2807-403a-8c20-cefc61c9a1ef.jpg?aki_policy=large","19137639","2014-07-29","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/19137639/profile_pic/1440707983/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, manual_offline, jumio}","t","40.682652632177756","-73.91943427069361","Apartment","Private room","2","1.5","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo}","2","5","1","2015-09-21","2015-09-21","60","8","6","10","10","6","6","flexible","0.04","$65.00"
"12262468","https://a0.muscache.com/im/pictures/fe26cd7f-b872-46d9-8a4b-4e12cb939efe.jpg?aki_policy=large","13336001","2014-03-20","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/13336001/profile_pic/1395321837/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.682640260749615","-73.94717737514836","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","6","2","2016-04-29","2017-04-21","100","10","10","10","10","9","10","moderate","0.11","$95.00"
"2284027","https://a0.muscache.com/im/pictures/60417996/4d777714_original.jpg?aki_policy=large","8518665","2013-08-29","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/8518665/profile_pic/1390881968/original.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews, kba}","t","40.6943684581667","-73.94661148739334","Apartment","Private room","2","2.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_50}","2","1","295","2014-02-08","2017-09-15","93","10","9","10","10","9","9","moderate","6.64","$65.00"
"7937398","https://a0.muscache.com/im/pictures/e04afeef-496f-4f31-aa5e-50502fbef1b1.jpg?aki_policy=large","6444987","2013-05-17","within an hour","100%","N/A","t","https://a0.muscache.com/im/users/6444987/profile_pic/1368830491/original.jpg?aki_policy=profile_x_medium","3","{email, phone, reviews, jumio}","t","40.679732903124524","-73.93057902422038","Apartment","Private room","2","1.0","1","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Self Check-In,Smart lock,Private living room,Wide doorway,Well-lit path to entrance,Handheld shower head}","1","2","85","2015-09-07","2017-09-18","97","10","10","10","10","9","10","strict","3.37","$72.00"
"10165663","https://a0.muscache.com/im/pictures/4828be25-790b-402d-9e43-56a539f6531c.jpg?aki_policy=large","52183960","2015-12-24","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/fe914e62-220e-4ca5-b38f-0f61c4460bd5.jpg?aki_policy=profile_x_medium","1","{email, phone, google, reviews, jumio}","t","40.68025355399705","-73.91199082499554","Townhouse","Entire home/apt","2","1.0","0","1","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance}","1","2","65","2016-01-26","2017-09-26","96","10","10","10","10","9","10","moderate","3.17","$110.00"
"466457","https://a0.muscache.com/im/pictures/32397653/c69f48c3_original.jpg?aki_policy=large","2316542","2012-05-07","within a few hours","100%","N/A","t","https://a0.muscache.com/im/users/2316542/profile_pic/1391476980/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.68944087023939","-73.93759639530909","House","Entire home/apt","2","1.0","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,24-hour check-in,Hangers,Iron}","2","3","96","2012-07-31","2017-09-19","96","10","9","10","10","9","10","moderate","1.52","$100.00"
"597668","https://a0.muscache.com/im/pictures/7974214/5e557a03_original.jpg?aki_policy=large","2837163","2012-07-05","a few days or more","0%","N/A","f","https://a0.muscache.com/im/users/2837163/profile_pic/1343760722/original.jpg?aki_policy=profile_x_medium","1","{email, phone, facebook, reviews, kba}","t","40.68241069492335","-73.93997693138837","Apartment","Private room","2","1.5","1","1","Real Bed","{Internet,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo}","2","2","13","2014-09-20","2016-04-19","94","9","9","10","10","9","9","strict","0.35","$105.00"
"5054397","https://a0.muscache.com/im/pictures/63263820/e91537ce_original.jpg?aki_policy=large","8873293","2013-09-16","within an hour","100%","N/A","f","https://a0.muscache.com/im/users/8873293/profile_pic/1379356523/original.jpg?aki_policy=profile_x_medium","2","{email, phone, reviews, jumio}","t","40.68951204097994","-73.95524133006094","Apartment","Private room","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron}","1","4","8","2015-04-20","2017-08-29","90","9","9","10","10","9","9","strict","0.27","$69.00"
"1515659","https://a0.muscache.com/im/pictures/22435199/c088bfc5_original.jpg?aki_policy=large","8092818","2013-08-11","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/8092818/profile_pic/1376266489/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.68819899311477","-73.94644617415067","House","Entire home/apt","2","1.5","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","5","3","2013-09-06","2014-04-02","93","10","10","10","10","7","9","strict","0.06","$115.00"
"4661464","https://a0.muscache.com/im/pictures/58532318/ddaa3783_original.jpg?aki_policy=large","19249246","2014-07-31","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/627ecc17-5619-4620-9d49-0cd63b3521f2.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews, kba}","t","40.69732788573501","-73.93612821889135","Apartment","Private room","1","1.5","1","1","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets live on this property,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo}","1","2","31","2014-12-25","2017-09-13","74","8","6","8","8","9","8","flexible","0.92","$39.00"
"7728262","https://a0.muscache.com/im/pictures/98242158/443a1632_original.jpg?aki_policy=large","23420949","2014-11-06","N/A","N/A","N/A","f","https://a0.muscache.com/im/users/23420949/profile_pic/1438799954/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, kba}","t","40.69451388131288","-73.94419286621827","Apartment","Entire home/apt","2","1.0","1","2","Real Bed","{Internet,Wireless Internet,Kitchen,Pets allowed,Pets live on this property,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials,Shampoo}","1","1","2","2015-08-14","2015-08-17","100","10","10","10","9","9","10","flexible","0.08","$70.00"
"14885186","https://a0.muscache.com/im/pictures/889f9d99-64da-4e79-806e-62993c69d5a5.jpg?aki_policy=large","24140532","2014-11-25","within an hour","90%","N/A","f","https://a0.muscache.com/im/pictures/801a2bbb-7811-4eea-8fde-bd2ba9054464.jpg?aki_policy=profile_x_medium","4","{email, phone, reviews, jumio, work_email}","t","40.69385414146057","-73.94413475344281","Apartment","Private room","1","2.0","1","1","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Free parking on street,Heating,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","34","2016-10-08","2017-08-31","93","10","10","10","10","9","10","strict","2.83","$50.00"
"738047","https://a0.muscache.com/im/pictures/21544813/e0801cb8_original.jpg?aki_policy=large","473493","2011-03-30","within a day","100%","N/A","f","https://a0.muscache.com/im/users/473493/profile_pic/1408625969/original.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews, jumio}","t","40.68481521301441","-73.94472518804348","House","Entire home/apt","2","1.0","1","1","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace}","1","1","1","2016-01-03","2016-01-03","60","10","8","8","10","10","8","strict","0.05","$100.00"
"20652600","https://a0.muscache.com/im/pictures/82c049a2-1df1-4a85-9469-ac1104bcfe25.jpg?aki_policy=large","147688555","2017-08-25","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/user/70e9f502-92a6-4334-b752-64fdf397d968.jpg?aki_policy=profile_x_medium","1","{email, phone, reviews}","f","40.684589865738815","-73.95731990538445","Apartment","Entire home/apt","5","1.0","1","3","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Iron,Private entrance,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Host greets you}","5","2","1","2017-09-25","2017-09-25","100","10","10","10","10","10","10","moderate","1","$179.00"
"16720662","https://a0.muscache.com/im/pictures/6d1778c2-ae46-4cb8-b0b8-f77fc0289cf4.jpg?aki_policy=large","107947878","2016-12-20","within an hour","100%","N/A","f","https://a0.muscache.com/im/pictures/6536165d-cf80-4166-a872-b08a05c95e2e.jpg?aki_policy=profile_x_medium","2","{email, phone, facebook, reviews}","f","40.67947915384583","-73.90822358259864","Apartment","Entire home/apt","6","2.5","3","3","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,translation missing: en.hosting_amenity_50}","4","2","28","2017-02-25","2017-09-16","97","10","10","10","10","8","10","strict","3.82","$150.00"
"6038278","https://a0.muscache.com/im/pictures/80169611/5b8df90f_original.jpg?aki_policy=large","24762401","2014-12-12","within a few hours","98%","N/A","f","https://a0.muscache.com/im/pictures/5969d1a2-4740-4098-bed6-f50050278faf.jpg?aki_policy=profile_x_medium","9","{email, phone, reviews, kba}","t","40.689381633284995","-73.94973788401936","Apartment","Private room","4","2.0","1","2","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","3","2","108","2015-05-22","2017-09-18","86","9","8","9","9","9","9","strict","3.75","$110.00"
"18948914","https://a0.muscache.com/im/pictures/9f53d193-d568-486a-8d13-db0ce8b16e45.jpg?aki_policy=large","70804640","2016-05-07","within a few hours","100%","N/A","f","https://a0.muscache.com/im/pictures/1cd9ab08-dd80-4395-9f8e-f07778d98311.jpg?aki_policy=profile_x_medium","1","{email, phone, google, reviews, jumio, offline_government_id, government_id}","t","40.68377854794914","-73.95592039689656","Apartment","Entire home/apt","4","1.0","1","2","Real Bed","{TV,Cable TV,Wireless Internet,Kitchen,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,Private entrance,Baby monitor,Bathtub,Changing table,High chair,Children’s books and toys,Babysitter recommendations,Pack ’n Play/travel crib,Children’s dinnerware,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,Garden or backyard}","1","2","10","2017-06-05","2017-09-25","100","10","10","10","10","10","10","moderate","2.50","$150.00"
"6038470","https://a0.muscache.com/im/pictures/80176800/1509a74c_original.jpg?aki_policy=large","24762401","2014-12-12","within a few hours","98%","N/A","f","https://a0.muscache.com/im/pictures/5969d1a2-4740-4098-bed6-f50050278faf.jpg?aki_policy=profile_x_medium","9","{email, phone, reviews, kba}","t","40.68859606903432","-73.94961086073823","Apartment","Private room","3","2.0","1","2","Real Bed","{Internet,Wireless Internet,Air conditioning,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials}","2","2","102","2015-05-22","2017-09-18","84","9","8","9","9","9","9","strict","3.54","$70.00"
